["Shift"]; 780667604
["Alt"]; 780667796
["Alt"]; 780668011
["Alt"]; 780669459
["Д"]; 780670757
["л"]; 780670989
["я"]; 780671214
[" "]; 780671438
["Shift"]; 780671696
["К"]; 780671987
["л"]; 780672166
["а"]; 780672271
["й"]; 780672503
["д"]; 780673182
["а"]; 780673431
[" "]; 780673597
["н"]; 780673792
["а"]; 780673897
["с"]; 780674100
["т"]; 780674247
["а"]; 780674393
["л"]; 780675714
["а"]; 780676118
[" "]; 780676952
["п"]; 780677349
["о"]; 780677520
["р"]; 780677689
["а"]; 780677824
[" "]; 780677942
["п"]; 780678083
["о"]; 780678177
["л"]; 780678383
["н"]; 780678618
["о"]; 780678821
["г"]; 780678987
["о"]; 780679153
[" "]; 780679334
["о"]; 780679754
["д"]; 780679957
["и"]; 780680188
["н"]; 780680363
["о"]; 780680567
["ч"]; 780680793
["е"]; 780681019
["с"]; 780681244
["т"]; 780681350
["в"]; 780681494
["а"]; 780681687
["."]; 780682300
[" "]; 780682467
["Shift"]; 780682599
["Н"]; 780682955
["е"]; 780683172
[" "]; 780683251
["б"]; 780683444
["ы"]; 780683619
["л"]; 780683734
["о"]; 780683871
[" "]; 780684000
["т"]; 780684891
["е"]; 780685055
["п"]; 780685191
["е"]; 780685341
["р"]; 780685403
["ь"]; 780685559
[" "]; 780685689
["н"]; 780686703
["и"]; 780686851
["к"]; 780686977
["о"]; 780687151
["г"]; 780687325
["о"]; 780687475
[" "]; 780687906
["-"]; 780688448
[" "]; 780688566
["н"]; 780688792
["и"]; 780688973
[" "]; 780689155
["о"]; 780689327
["д"]; 780689701
["н"]; 780689937
["о"]; 780690123
["г"]; 780690278
["о"]; 780690441
[" "]; 780690600
["ч"]; 780690841
["е"]; 780691102
["л"]; 780691383
["о"]; 780691568
["в"]; 780691915
["е"]; 780692135
["к"]; 780692317
["а"]; 780692485
["Shift"]; 780692735
[","]; 780692838
[" "]; 780692976
["к"]; 780693125
["о"]; 780693259
["т"]; 780693429
["о"]; 780693584
["р"]; 780693747
["ы"]; 780693942
["й"]; 780694158
[" "]; 780694351
["х"]; 780694864
["о"]; 780695083
["т"]; 780695226
["ь"]; 780695390
[" "]; 780695526
["с"]; 780695737
["к"]; 780695964
["о"]; 780696105
["л"]; 780696286
["ь"]; 780696787
["к"]; 780697236
["о"]; 780697428
["-"]; 780697766
["н"]; 780698046
["и"]; 780698201
["б"]; 780698588
["у"]; 780698795
["д"]; 780698950
["ь"]; 780699167
[" "]; 780699406
["б"]; 780699669
["ы"]; 780699883
["л"]; 780700124
[" "]; 780700345
["б"]; 780702303
[" "]; 780702607
["е"]; 780703215
["Backspace"]; 780703599
["Backspace"]; 780703741
["Backspace"]; 780704358
["б"]; 780705187
["ы"]; 780705429
[" "]; 780705619
["е"]; 780705748
["м"]; 780705932
["у"]; 780706157
[" "]; 780706246
["б"]; 780706434
["л"]; 780706573
["и"]; 780706779
["з"]; 780707150
["о"]; 780707387
["к"]; 780707534
["."]; 780709211
[" "]; 780709476
["Shift"]; 780709708
["Е"]; 780710188
["м"]; 780710351
[" "]; 780710523
["у"]; 780710592
["о"]; 780710819
["с"]; 780710983
["т"]; 780711076
["а"]; 780711325
["Backspace"]; 780711640
["Backspace"]; 780711889
["Backspace"]; 780711971
["Backspace"]; 780712088
["Backspace"]; 780712188
["Backspace"]; 780712316
["у"]; 780712871
[" "]; 780712994
["о"]; 780713211
["с"]; 780713579
["т"]; 780713838
["а"]; 780714147
["в"]; 780714392
["а"]; 780714569
["л"]; 780714725
["о"]; 780714869
["с"]; 780715013
["ь"]; 780715198
[" "]; 780715403
["т"]; 780716538
["о"]; 780716751
["л"]; 780717839
["ь"]; 780718059
["к"]; 780718241
["о"]; 780718370
[" "]; 780718498
["д"]; 780718772
["у"]; 780718915
["м"]; 780719119
["а"]; 780719220
["т"]; 780719356
["ь"]; 780719552
[" "]; 780720256
["Backspace"]; 780720691
["Shift"]; 780720879
[","]; 780721317
[" "]; 780721516
["и"]; 780721694
["л"]; 780721807
["и"]; 780721925
[" "]; 780722015
["ч"]; 780722413
["и"]; 780722535
["т"]; 780722988
["а"]; 780723166
["т"]; 780723259
["ь"]; 780723449
["Shift"]; 780723851
[","]; 780723999
[" "]; 780724153
["и"]; 780724469
["л"]; 780724722
["и"]; 780724906
[" "]; 780725069
["д"]; 780725559
["е"]; 780725708
["л"]; 780725845
["а"]; 780725962
["т"]; 780726043
["ь"]; 780726184
[" "]; 780726329
["в"]; 780726455
["и"]; 780726545
["д"]; 780726816
["Shift"]; 780726999
[","]; 780727186
[" "]; 780727314
["т"]; 780727585
["Backspace"]; 780727983
["б"]; 780728699
["у"]; 780728887
["д"]; 780728979
["т"]; 780729209
["о"]; 780729357
[" "]; 780729468
["о"]; 780729597
["н"]; 780730024
[" "]; 780730214
["и"]; 780730427
["н"]; 780730594
["т"]; 780730817
["е"]; 780730960
["р"]; 780731119
["е"]; 780731261
["с"]; 780731577
["у"]; 780732189
["е"]; 780732550
["т"]; 780732700
["с"]; 780732880
["я"]; 780733141
[" "]; 780733331
["р"]; 780733730
["а"]; 780733966
["з"]; 780734392
["г"]; 780734727
["о"]; 780734901
["в"]; 780735078
["о"]; 780735198
["р"]; 780735428
["а"]; 780735582
["м"]; 780735668
["и"]; 780735821
[" "]; 780735952
["о"]; 780736115
["к"]; 780736258
["р"]; 780736399
["у"]; 780736585
["ж"]; 780736915
["а"]; 780737193
["ю"]; 780737625
["щ"]; 780737847
["и"]; 780738013
["х"]; 780738419
